"","ID","GB_ACC","Species Scientific Name","Gene Symbol","ENTREZ_GENE_ID","Gene Title"
"1865","202337_at","NM_007221","Homo sapiens","PMF1","11243","polyamine-modulated factor 1"
"1866","202338_at","NM_003258","Homo sapiens","TK1","7083","thymidine kinase 1, soluble"
"1867","202339_at","NM_004819","Homo sapiens","SYMPK","8189","symplekin"
"1868","202340_x_at","NM_002135","Homo sapiens","NR4A1","3164","nuclear receptor subfamily 4, group A, member 1"
"1869","202341_s_at","AA149745","Homo sapiens","TRIM2","23321","tripartite motif-containing 2"
"1870","202342_s_at","NM_015271","Homo sapiens","TRIM2","23321","tripartite motif-containing 2"
"1871","202343_x_at","NM_001862","Homo sapiens","COX5B","1329","cytochrome c oxidase subunit Vb"
"1872","202344_at","NM_005526","Homo sapiens","HSF1","3297","heat shock transcription factor 1"
"1873","202345_s_at","NM_001444","Homo sapiens","FABP5","2171","fatty acid binding protein 5 (psoriasis-associated)"
"1874","202346_at","NM_005339","Homo sapiens","UBE2K","3093","ubiquitin-conjugating enzyme E2K (UBC1 homolog, yeast)"
"1875","202347_s_at","AB022435","Homo sapiens","UBE2K","3093","ubiquitin-conjugating enzyme E2K (UBC1 homolog, yeast)"
"1876","202348_s_at","BC000674","Homo sapiens","TOR1A","1861","torsin family 1, member A (torsin A)"
"1877","202349_at","NM_000113","Homo sapiens","TOR1A","1861","torsin family 1, member A (torsin A)"
"1878","202350_s_at","NM_002380","Homo sapiens","MATN2","4147","matrilin 2"
"1879","202351_at","AI093579","Homo sapiens","ITGAV","3685","integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)"
"1880","202352_s_at","AI446530","Homo sapiens","PSMD12","5718","proteasome (prosome, macropain) 26S subunit, non-ATPase, 12"
"1881","202353_s_at","NM_002816","Homo sapiens","PSMD12","5718","proteasome (prosome, macropain) 26S subunit, non-ATPase, 12"
"1882","202354_s_at","AW190445","Homo sapiens","GTF2F1","2962","general transcription factor IIF, polypeptide 1, 74kDa"
"1883","202355_s_at","BC000120","Homo sapiens","GTF2F1","2962","general transcription factor IIF, polypeptide 1, 74kDa"
"1884","202356_s_at","NM_002096","Homo sapiens","GTF2F1","2962","general transcription factor IIF, polypeptide 1, 74kDa"
"1885","202357_s_at","NM_001710","Homo sapiens","CFB","629","complement factor B"
"1886","202358_s_at","BG434168","Homo sapiens","SNX19","399979","sorting nexin 19"
"1887","202359_s_at","NM_014758","Homo sapiens","SNX19","399979","sorting nexin 19"
"1888","202360_at","NM_014757","Homo sapiens","MAML1","9794","mastermind-like 1 (Drosophila)"
"1889","202361_at","NM_004922","Homo sapiens","SEC24C","9632","SEC24 family, member C (S. cerevisiae)"
"1890","202362_at","NM_002884","Homo sapiens","RAP1A","5906","RAP1A, member of RAS oncogene family"
"1891","202363_at","AF231124","Homo sapiens","SPOCK1","6695","sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1"
"1892","202364_at","NM_005962","Homo sapiens","MXI1","4601","MAX interactor 1"
"1893","202365_at","BC004815","Homo sapiens","UNC119B","84747","unc-119 homolog B (C. elegans)"
"1894","202366_at","NM_000017","Homo sapiens","ACADS","35","acyl-CoA dehydrogenase, C-2 to C-3 short chain"
"1895","202367_at","NM_001913","Homo sapiens","CUX1","1523","cut-like homeobox 1"
"1896","202368_s_at","AI986461","Homo sapiens","TRAM2","9697","translocation associated membrane protein 2"
"1897","202369_s_at","NM_012288","Homo sapiens","TRAM2","9697","translocation associated membrane protein 2"
"1898","202370_s_at","NM_001755","Homo sapiens","CBFB","865","core-binding factor, beta subunit"
"1899","202371_at","NM_024863","Homo sapiens","TCEAL4","79921","transcription elongation factor A (SII)-like 4"
"1900","202372_at","BF240652","Homo sapiens","RAB3GAP2","25782","RAB3 GTPase activating protein subunit 2 (non-catalytic)"
"1901","202373_s_at","AF255648","Homo sapiens","RAB3GAP2","25782","RAB3 GTPase activating protein subunit 2 (non-catalytic)"
"1902","202374_s_at","NM_012414","Homo sapiens","RAB3GAP2","25782","RAB3 GTPase activating protein subunit 2 (non-catalytic)"
"1903","202375_at","NM_014822","Homo sapiens","SEC24D","9871","SEC24 family, member D (S. cerevisiae)"
"1904","202376_at","NM_001085","Homo sapiens","SERPINA3","12","serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3"
"1905","202377_at","AW026535","Homo sapiens","LEPROT","54741","leptin receptor overlapping transcript"
"1906","202378_s_at","NM_017526","Homo sapiens","LEPROT","54741","leptin receptor overlapping transcript"
"1907","202379_s_at","AI361805","Homo sapiens","NKTR","4820","natural killer-tumor recognition sequence"
"1908","202380_s_at","NM_005385","Homo sapiens","NKTR","4820","natural killer-tumor recognition sequence"
"1909","202381_at","NM_003816","Homo sapiens","ADAM9","8754","ADAM metallopeptidase domain 9"
"1910","202382_s_at","NM_005471","Homo sapiens","GNPDA1","10007","glucosamine-6-phosphate deaminase 1"
"1911","202383_at","NM_004187","Homo sapiens","KDM5C","8242","lysine (K)-specific demethylase 5C"
"1912","202384_s_at","AW167713","Homo sapiens","TCOF1","6949","Treacher Collins-Franceschetti syndrome 1"
"1913","202385_s_at","NM_000356","Homo sapiens","TCOF1","6949","Treacher Collins-Franceschetti syndrome 1"
"1914","202386_s_at","NM_019081","Homo sapiens","KIAA0430","9665","KIAA0430"
"1915","202387_at","NM_004323","Homo sapiens","BAG1","573","BCL2-associated athanogene"
"1916","202388_at","NM_002923","Homo sapiens","RGS2","5997","regulator of G-protein signaling 2, 24kDa"
"1917","202389_s_at","L12392","Homo sapiens","HTT","3064","huntingtin"
"1918","202390_s_at","NM_002111","Homo sapiens","HTT","3064","huntingtin"
"1919","202391_at","NM_006317","Homo sapiens","BASP1","10409","brain abundant, membrane attached signal protein 1"
"1920","202392_s_at","NM_014338","Homo sapiens","PISD","23761","phosphatidylserine decarboxylase"
"1921","202393_s_at","NM_005655","Homo sapiens","KLF10","7071","Kruppel-like factor 10"
"1922","202394_s_at","NM_018358","Homo sapiens","ABCF3","55324","ATP-binding cassette, sub-family F (GCN20), member 3"
"1923","202395_at","NM_006178","Homo sapiens","NSF","4905","N-ethylmaleimide-sensitive factor"
"1924","202396_at","NM_006706","Homo sapiens","TCERG1","10915","transcription elongation regulator 1"
"1925","202397_at","NM_005796","Homo sapiens","NUTF2","10204","nuclear transport factor 2"
"1926","202398_at","BC002785","Homo sapiens","AP3S2","10239","adaptor-related protein complex 3, sigma 2 subunit"
"1927","202399_s_at","NM_005829","Homo sapiens","AP3S2","10239","adaptor-related protein complex 3, sigma 2 subunit"
"1928","202400_s_at","AI188786","Homo sapiens","SRF","6722","serum response factor (c-fos serum response element-binding transcription factor)"
"1929","202401_s_at","NM_003131","Homo sapiens","SRF","6722","serum response factor (c-fos serum response element-binding transcription factor)"
"1930","202402_s_at","NM_001751","Homo sapiens","CARS","833","cysteinyl-tRNA synthetase"
"1931","202403_s_at","AA788711","Homo sapiens","COL1A2","1278","collagen, type I, alpha 2"
"1932","202404_s_at","NM_000089","Homo sapiens","COL1A2","1278","collagen, type I, alpha 2"
"1933","202405_at","BF432532","Homo sapiens","TIAL1","7073","TIA1 cytotoxic granule-associated RNA binding protein-like 1"
"1934","202406_s_at","NM_003252","Homo sapiens","TIAL1","7073","TIA1 cytotoxic granule-associated RNA binding protein-like 1"
"1935","202407_s_at","BF342707","Homo sapiens","PRPF31","26121","PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae)"
"1936","202408_s_at","NM_015629","Homo sapiens","PRPF31","26121","PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae)"
"1937","202409_at","X07868","Homo sapiens","IGF2 /// INS-IGF2","3481 /// 723961","insulin-like growth factor 2 (somatomedin A) /// INS-IGF2 readthrough transcript"
"1938","202410_x_at","NM_000612","Homo sapiens","IGF2 /// INS-IGF2","3481 /// 723961","insulin-like growth factor 2 (somatomedin A) /// INS-IGF2 readthrough transcript"
"1939","202411_at","NM_005532","Homo sapiens","IFI27","3429","interferon, alpha-inducible protein 27"
"1940","202412_s_at","AW499935","Homo sapiens","USP1","7398","ubiquitin specific peptidase 1"
"1941","202413_s_at","NM_003368","Homo sapiens","USP1","7398","ubiquitin specific peptidase 1"
"1942","202414_at","NM_000123","Homo sapiens","ERCC5","2073","excision repair cross-complementing rodent repair deficiency, complementation group 5"
"1943","202415_s_at","NM_012267","Homo sapiens","HSPBP1","23640","HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1"
"1944","202416_at","NM_003315","Homo sapiens","DNAJC7","7266","DnaJ (Hsp40) homolog, subfamily C, member 7"
"1945","202417_at","NM_012289","Homo sapiens","KEAP1","9817","kelch-like ECH-associated protein 1"
"1946","202418_at","NM_020470","Homo sapiens","YIF1A","10897","Yip1 interacting factor homolog A (S. cerevisiae)"
"1947","202419_at","NM_002035","Homo sapiens","KDSR","2531","3-ketodihydrosphingosine reductase"
"1948","202420_s_at","NM_001357","Homo sapiens","DHX9","1660","DEAH (Asp-Glu-Ala-His) box polypeptide 9"
"1949","202421_at","AB007935","Homo sapiens","IGSF3","3321","immunoglobulin superfamily, member 3"
"1950","202422_s_at","NM_022977","Homo sapiens","ACSL4","2182","acyl-CoA synthetase long-chain family member 4"
"1951","202423_at","NM_006766","Homo sapiens","MYST3","7994","MYST histone acetyltransferase (monocytic leukemia) 3"
"1952","202424_at","NM_030662","Homo sapiens","MAP2K2","5605","mitogen-activated protein kinase kinase 2"
"1953","202425_x_at","NM_000944","Homo sapiens","PPP3CA","5530","protein phosphatase 3, catalytic subunit, alpha isozyme"
"1954","202426_s_at","BE675800","Homo sapiens","RXRA","6256","retinoid X receptor, alpha"
"1955","202427_s_at","NM_015415","Homo sapiens","BRP44","25874","brain protein 44"
"1956","202428_x_at","NM_020548","Homo sapiens","DBI","1622","diazepam binding inhibitor (GABA receptor modulator, acyl-CoA binding protein)"
"1957","202429_s_at","AL353950","Homo sapiens","PPP3CA","5530","protein phosphatase 3, catalytic subunit, alpha isozyme"
"1958","202430_s_at","NM_021105","Homo sapiens","PLSCR1","5359","phospholipid scramblase 1"
"1959","202431_s_at","NM_002467","Homo sapiens","MYC","4609","v-myc myelocytomatosis viral oncogene homolog (avian)"
"1960","202432_at","NM_021132","Homo sapiens","PPP3CB","5532","protein phosphatase 3, catalytic subunit, beta isozyme"
"1961","202433_at","NM_005827","Homo sapiens","SLC35B1","10237","solute carrier family 35, member B1"
"1962","202434_s_at","N21019","Homo sapiens","CYP1B1","1545","cytochrome P450, family 1, subfamily B, polypeptide 1"
"1963","202435_s_at","AU154504","Homo sapiens","CYP1B1","1545","cytochrome P450, family 1, subfamily B, polypeptide 1"
"1964","202436_s_at","AU144855","Homo sapiens","CYP1B1","1545","cytochrome P450, family 1, subfamily B, polypeptide 1"
"1965","202437_s_at","NM_000104","Homo sapiens","CYP1B1","1545","cytochrome P450, family 1, subfamily B, polypeptide 1"
"1966","202438_x_at","BF346014","Homo sapiens","IDS","3423","iduronate 2-sulfatase"
"1967","202439_s_at","NM_000202","Homo sapiens","IDS","3423","iduronate 2-sulfatase"
"1968","202440_s_at","NM_005418","Homo sapiens","ST5","6764","suppression of tumorigenicity 5"
"1969","202441_at","AL568449","Homo sapiens","ERLIN1","10613","ER lipid raft associated 1"
"1970","202442_at","NM_001284","Homo sapiens","AP3S1","1176","adaptor-related protein complex 3, sigma 1 subunit"
"1971","202443_x_at","AA291203","Homo sapiens","NOTCH2","4853","notch 2"
"1972","202444_s_at","NM_006459","Homo sapiens","ERLIN1","10613","ER lipid raft associated 1"
"1973","202445_s_at","NM_024408","Homo sapiens","NOTCH2","4853","notch 2"
"1974","202446_s_at","AI825926","Homo sapiens","PLSCR1","5359","phospholipid scramblase 1"
"1975","202447_at","NM_001359","Homo sapiens","DECR1","1666","2,4-dienoyl CoA reductase 1, mitochondrial"
"1976","202448_s_at","BE675849","Homo sapiens","ZER1","10444","zer-1 homolog (C. elegans)"
"1977","202449_s_at","NM_002957","Homo sapiens","RXRA","6256","retinoid X receptor, alpha"
"1978","202450_s_at","NM_000396","Homo sapiens","CTSK","1513","cathepsin K"
"1979","202451_at","BC000365","Homo sapiens","GTF2H1","2965","general transcription factor IIH, polypeptide 1, 62kDa"
"1980","202452_at","AI991574","Homo sapiens","ZER1","10444","zer-1 homolog (C. elegans)"
"1981","202453_s_at","NM_005316","Homo sapiens","GTF2H1","2965","general transcription factor IIH, polypeptide 1, 62kDa"
"1982","202454_s_at","NM_001982","Homo sapiens","ERBB3","2065","v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)"
"1983","202455_at","NM_005474","Homo sapiens","HDAC5","10014","histone deacetylase 5"
"1984","202456_s_at","NM_006336","Homo sapiens","ZER1","10444","zer-1 homolog (C. elegans)"
"1985","202457_s_at","AA911231","Homo sapiens","PPP3CA","5530","protein phosphatase 3, catalytic subunit, alpha isozyme"
"1986","202458_at","NM_007173","Homo sapiens","PRSS23","11098","protease, serine, 23"
"1987","202459_s_at","U55968","Homo sapiens","LPIN2","9663","lipin 2"
"1988","202460_s_at","NM_014646","Homo sapiens","LPIN2","9663","lipin 2"
"1989","202461_at","NM_014239","Homo sapiens","EIF2B2","8892","eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa"
"1990","202462_s_at","NM_014829","Homo sapiens","DDX46","9879","DEAD (Asp-Glu-Ala-Asp) box polypeptide 46"
"1991","202463_s_at","NM_003926","Homo sapiens","MBD3","53615","methyl-CpG binding domain protein 3"
"1992","202464_s_at","NM_004566","Homo sapiens","PFKFB3","5209","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"
"1993","202465_at","NM_002593","Homo sapiens","PCOLCE","5118","procollagen C-endopeptidase enhancer"
"1994","202466_at","NM_006999","Homo sapiens","PAPD7","11044","PAP associated domain containing 7"
"1995","202467_s_at","NM_004236","Homo sapiens","COPS2","9318","COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis)"
"1996","202468_s_at","NM_003798","Homo sapiens","CTNNAL1","8727","catenin (cadherin-associated protein), alpha-like 1"
"1997","202469_s_at","AU149367","Homo sapiens","CPSF6","11052","cleavage and polyadenylation specific factor 6, 68kDa"
"1998","202470_s_at","NM_007007","Homo sapiens","CPSF6","11052","cleavage and polyadenylation specific factor 6, 68kDa"
"1999","202471_s_at","NM_004135","Homo sapiens","IDH3G","3421","isocitrate dehydrogenase 3 (NAD+) gamma"
"2000","202472_at","NM_002435","Homo sapiens","MPI","4351","mannose phosphate isomerase"
"2001","202473_x_at","AA703045","Homo sapiens","HCFC1","3054","host cell factor C1 (VP16-accessory protein)"
"2002","202474_s_at","NM_005334","Homo sapiens","HCFC1","3054","host cell factor C1 (VP16-accessory protein)"
"2003","202475_at","NM_006326","Homo sapiens","TMEM147","10430","transmembrane protein 147"
"2004","202476_s_at","BF002130","Homo sapiens","TUBGCP2","10844","tubulin, gamma complex associated protein 2"
"2005","202477_s_at","NM_006659","Homo sapiens","TUBGCP2","10844","tubulin, gamma complex associated protein 2"
"2006","202478_at","NM_021643","Homo sapiens","TRIB2","28951","tribbles homolog 2 (Drosophila)"
"2007","202479_s_at","BC002637","Homo sapiens","TRIB2","28951","tribbles homolog 2 (Drosophila)"
"2008","202480_s_at","NM_004216","Homo sapiens","DEDD","9191","death effector domain containing"
"2009","202481_at","NM_004753","Homo sapiens","DHRS3","9249","dehydrogenase/reductase (SDR family) member 3"
"2010","202482_x_at","AI862473","Homo sapiens","RANBP1","5902","RAN binding protein 1"
"2011","202483_s_at","NM_002882","Homo sapiens","RANBP1","5902","RAN binding protein 1"
"2012","202484_s_at","AF072242","Homo sapiens","MBD2","8932","methyl-CpG binding domain protein 2"
"2013","202485_s_at","NM_003927","Homo sapiens","MBD2","8932","methyl-CpG binding domain protein 2"
"2014","202486_at","NM_006796","Homo sapiens","AFG3L2","10939","AFG3 ATPase family gene 3-like 2 (S. cerevisiae)"
"2015","202487_s_at","NM_012412","Homo sapiens","H2AFV","94239","H2A histone family, member V"
"2016","202488_s_at","NM_005971","Homo sapiens","FXYD3","5349","FXYD domain containing ion transport regulator 3"
"2017","202489_s_at","BC005238","Homo sapiens","FXYD3","5349","FXYD domain containing ion transport regulator 3"
"2018","202490_at","AF153419","Homo sapiens","IKBKAP","8518","inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein"
"2019","202491_s_at","NM_003640","Homo sapiens","IKBKAP","8518","inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein"
"2020","202492_at","NM_024085","Homo sapiens","ATG9A","79065","ATG9 autophagy related 9 homolog A (S. cerevisiae)"
"2021","202493_x_at","NM_001317","Homo sapiens","CSH1","1442","chorionic somatomammotropin hormone 1 (placental lactogen)"
"2022","202494_at","NM_006112","Homo sapiens","PPIE","10450","peptidylprolyl isomerase E (cyclophilin E)"
"2023","202495_at","NM_003192","Homo sapiens","TBCC","6903","tubulin folding cofactor C"
"2024","202496_at","NM_014329","Homo sapiens","EDC4","23644","enhancer of mRNA decapping 4"
"2025","202497_x_at","AI631159","Homo sapiens","SLC2A3","6515","solute carrier family 2 (facilitated glucose transporter), member 3"
"2026","202498_s_at","BE550486","Homo sapiens","SLC2A3","6515","solute carrier family 2 (facilitated glucose transporter), member 3"
